src_port,dst_port,packet_size,protocol,label
8080,25,1348,17,Malware Detected
80,443,1284,6,Brute Force
3389,25,1140,6,DDoS Attack
3389,80,1469,6,DDoS Attack
8080,25,743,17,Unauthorized Access
443,21,1398,17,DDoS Attack
22,25,1173,17,DDoS Attack
22,53,685,17,Malware Detected
443,25,868,6,Brute Force
3389,80,1193,6,Unauthorized Access
22,25,971,17,Brute Force
8080,53,708,6,DDoS Attack
443,21,1389,17,Brute Force
443,80,1440,6,Malware Detected
8080,80,1497,17,Malware Detected
3389,80,1441,17,Brute Force
80,53,925,17,DDoS Attack
22,53,757,6,Unauthorized Access
443,80,962,6,DDoS Attack
3389,443,1496,17,Brute Force
80,21,1084,17,Brute Force
3389,443,1328,17,Unauthorized Access
443,21,828,17,Unauthorized Access
443,443,1318,17,Malware Detected
80,25,617,17,DDoS Attack
22,21,755,6,Unauthorized Access
80,443,874,17,Malware Detected
8080,53,944,17,Malware Detected
3389,443,996,17,Unauthorized Access
443,25,726,17,Malware Detected
3389,80,859,6,Unauthorized Access
80,21,1399,17,DDoS Attack
80,53,1361,17,DDoS Attack
443,21,947,17,DDoS Attack
8080,80,517,6,DDoS Attack
80,25,1150,6,Unauthorized Access
80,80,1358,17,Malware Detected
22,21,1340,17,Malware Detected
3389,53,1400,6,DDoS Attack
3389,80,1365,6,Malware Detected
22,80,948,17,Brute Force
443,25,679,17,Malware Detected
443,21,710,6,Unauthorized Access
3389,53,1191,6,DDoS Attack
443,80,1297,6,Malware Detected
8080,80,981,6,Unauthorized Access
8080,53,1169,17,Brute Force
3389,443,856,6,Brute Force
443,21,1353,17,Unauthorized Access
80,80,991,17,DDoS Attack
443,443,945,6,Unauthorized Access
8080,53,1453,17,Unauthorized Access
80,53,1410,17,Malware Detected
3389,25,1265,17,DDoS Attack
3389,25,1277,6,Brute Force
22,53,1242,17,Malware Detected
80,80,684,6,Malware Detected
3389,80,1179,17,Brute Force
3389,21,1283,17,Brute Force
22,25,759,6,DDoS Attack
80,53,1331,17,Malware Detected
80,21,1487,17,Unauthorized Access
8080,53,893,17,Unauthorized Access
80,80,619,6,Brute Force
22,443,615,6,Brute Force
8080,21,1257,6,Malware Detected
80,443,1288,17,Unauthorized Access
3389,21,1298,17,Unauthorized Access
80,25,1399,6,Unauthorized Access
80,25,1059,6,Brute Force
22,21,1241,17,Unauthorized Access
8080,80,642,6,DDoS Attack
443,21,932,6,Unauthorized Access
22,443,564,17,DDoS Attack
3389,25,559,17,DDoS Attack
80,25,928,6,Malware Detected
22,25,912,6,Malware Detected
22,21,1036,17,Malware Detected
3389,443,1315,17,Unauthorized Access
443,53,1072,6,Unauthorized Access
443,21,721,6,Brute Force
80,80,737,6,DDoS Attack
22,21,1458,17,Unauthorized Access
22,80,1156,17,Unauthorized Access
80,53,1322,6,Brute Force
22,21,905,6,Brute Force
80,25,681,6,Brute Force
80,80,1217,6,DDoS Attack
80,443,741,6,DDoS Attack
8080,53,729,17,DDoS Attack
443,25,1059,17,Brute Force
8080,443,1248,6,Malware Detected
443,80,868,17,Brute Force
80,443,618,6,DDoS Attack
22,443,1176,17,Unauthorized Access
8080,21,652,6,Unauthorized Access
22,25,600,17,Unauthorized Access
443,443,1214,6,Malware Detected
22,21,1187,17,DDoS Attack
80,53,649,17,Unauthorized Access
8080,53,1422,6,Unauthorized Access
80,53,1271,6,Unauthorized Access
80,21,860,17,DDoS Attack
8080,80,1483,17,Brute Force
80,443,1383,17,Brute Force
8080,53,602,6,Unauthorized Access
22,21,748,17,Malware Detected
22,25,976,6,Unauthorized Access
3389,21,1412,6,Malware Detected
80,25,543,17,DDoS Attack
80,80,764,17,DDoS Attack
443,21,663,17,DDoS Attack
3389,53,664,17,DDoS Attack
22,25,827,6,Unauthorized Access
443,21,1020,6,Malware Detected
3389,80,577,6,Brute Force
80,443,810,6,Unauthorized Access
443,21,546,6,Malware Detected
443,443,1468,6,DDoS Attack
8080,443,730,17,Unauthorized Access
80,25,1038,6,DDoS Attack
22,21,1004,6,DDoS Attack
80,21,716,17,Malware Detected
80,443,1266,6,Brute Force
8080,21,1199,17,DDoS Attack
80,443,939,6,Brute Force
22,25,1254,6,DDoS Attack
443,80,597,17,Unauthorized Access
22,80,651,6,Unauthorized Access
80,443,797,6,DDoS Attack
22,53,1423,17,Unauthorized Access
80,53,1109,6,Unauthorized Access
3389,21,772,17,DDoS Attack
443,53,1236,17,DDoS Attack
22,443,658,6,DDoS Attack
80,21,815,17,DDoS Attack
22,80,1028,17,Malware Detected
8080,21,912,6,Unauthorized Access
3389,53,834,6,Malware Detected
3389,25,1269,6,Malware Detected
80,80,838,17,Malware Detected
8080,21,1234,6,Malware Detected
8080,21,896,6,Unauthorized Access
8080,80,502,17,Brute Force
8080,443,677,17,Unauthorized Access
3389,53,1413,6,Unauthorized Access
80,21,1145,17,Unauthorized Access
8080,80,546,17,Unauthorized Access
8080,80,712,6,DDoS Attack
443,80,1200,6,Malware Detected
3389,80,1451,17,DDoS Attack
3389,25,790,6,Brute Force
80,25,1179,6,Brute Force
443,25,816,6,Malware Detected
3389,25,994,6,Brute Force
3389,21,1018,17,Malware Detected
80,80,1096,6,DDoS Attack
8080,21,1306,6,Unauthorized Access
22,21,721,17,Malware Detected
443,443,1221,17,Malware Detected
3389,53,1364,6,Unauthorized Access
443,53,1027,17,DDoS Attack
80,21,1190,6,Unauthorized Access
22,21,1500,6,DDoS Attack
8080,25,683,6,Unauthorized Access
22,25,1374,17,DDoS Attack
22,21,1112,6,Unauthorized Access
3389,80,572,17,Brute Force
80,21,1445,6,Malware Detected
80,443,1432,6,Unauthorized Access
3389,443,564,17,DDoS Attack
80,53,626,6,DDoS Attack
80,21,1362,17,Malware Detected
22,25,829,6,Malware Detected
443,25,1306,6,Malware Detected
80,21,992,6,Brute Force
3389,80,915,6,Unauthorized Access
80,21,518,17,Unauthorized Access
3389,53,1474,6,DDoS Attack
22,80,639,17,DDoS Attack
80,21,762,17,DDoS Attack
22,80,778,17,Unauthorized Access
22,80,886,6,Malware Detected
80,53,1119,17,DDoS Attack
443,21,1026,6,Brute Force
22,80,1190,6,Malware Detected
443,53,1187,17,Malware Detected
443,25,649,17,Brute Force
443,25,1359,6,Brute Force
22,25,631,17,Brute Force
443,443,718,6,DDoS Attack
3389,53,1243,17,Unauthorized Access
8080,80,1113,17,DDoS Attack
80,80,1141,6,Unauthorized Access
3389,25,678,17,Unauthorized Access
443,21,882,17,Malware Detected
443,21,626,6,Unauthorized Access
22,80,1133,17,DDoS Attack
22,25,1486,6,Brute Force
443,25,844,6,Malware Detected
80,80,1089,17,Brute Force
443,21,1074,6,Malware Detected
8080,21,521,17,DDoS Attack
3389,53,1424,17,Brute Force
3389,25,1119,17,DDoS Attack
8080,443,1053,17,Brute Force
3389,80,822,17,Unauthorized Access
80,25,1063,17,DDoS Attack
443,53,510,6,Unauthorized Access
80,53,594,6,DDoS Attack
80,21,928,6,DDoS Attack
3389,25,1289,6,Unauthorized Access
8080,443,560,6,Brute Force
3389,443,1078,6,DDoS Attack
22,80,694,6,Malware Detected
8080,21,868,6,Malware Detected
443,80,675,17,Brute Force
3389,53,1487,6,Brute Force
3389,80,581,6,Malware Detected
22,53,1317,6,Unauthorized Access
8080,443,1283,6,Brute Force
3389,443,524,6,DDoS Attack
3389,21,1308,6,DDoS Attack
8080,53,1248,6,Malware Detected
8080,21,1299,6,Brute Force
3389,53,1287,17,Malware Detected
22,443,1054,6,Unauthorized Access
22,443,813,6,Brute Force
8080,443,536,17,Brute Force
3389,21,683,17,Unauthorized Access
80,21,903,6,Brute Force
443,80,693,6,Brute Force
80,443,1267,17,Brute Force
22,443,602,6,Malware Detected
8080,25,1111,6,Unauthorized Access
443,80,580,6,Brute Force
443,80,897,6,Brute Force
22,53,1394,17,Brute Force
80,53,1412,17,DDoS Attack
80,25,837,6,DDoS Attack
3389,443,649,17,Malware Detected
80,25,643,17,Unauthorized Access
443,443,816,17,Malware Detected
3389,443,1371,17,DDoS Attack
443,80,536,17,Brute Force
22,443,1353,6,Brute Force
22,80,964,17,Unauthorized Access
8080,21,914,17,Brute Force
3389,443,627,6,Malware Detected
8080,443,656,17,DDoS Attack
443,53,1317,6,Unauthorized Access
22,25,1328,17,DDoS Attack
8080,443,635,17,Unauthorized Access
443,25,526,6,DDoS Attack
443,80,1215,6,DDoS Attack
80,25,1266,6,Brute Force
8080,80,566,6,Malware Detected
80,53,586,17,Unauthorized Access
443,53,973,6,Unauthorized Access
443,80,957,6,Brute Force
22,443,551,6,DDoS Attack
8080,25,1394,6,Unauthorized Access
22,53,1436,17,Unauthorized Access
443,53,575,6,DDoS Attack
3389,53,648,17,Malware Detected
8080,21,1065,17,Malware Detected
3389,443,1381,6,Unauthorized Access
22,443,752,6,Brute Force
3389,443,909,17,Unauthorized Access
443,53,782,17,DDoS Attack
80,443,808,6,Unauthorized Access
8080,53,666,17,Brute Force
80,443,841,6,DDoS Attack
443,80,1173,6,DDoS Attack
22,25,1336,17,Brute Force
22,443,615,6,Malware Detected
80,443,895,6,Malware Detected
443,443,1111,6,Malware Detected
3389,80,1339,17,DDoS Attack
80,53,1423,6,DDoS Attack
80,25,711,17,DDoS Attack
22,25,504,17,Unauthorized Access
80,25,654,17,Brute Force
80,80,822,17,DDoS Attack
443,21,646,17,Malware Detected
443,80,1200,6,DDoS Attack
22,443,1297,17,Malware Detected
22,21,905,6,Malware Detected
80,443,719,17,DDoS Attack
80,21,916,6,Unauthorized Access
22,25,1343,17,Malware Detected
443,53,816,17,Malware Detected
443,80,869,17,Unauthorized Access
3389,25,1151,17,Brute Force
3389,443,1212,6,Malware Detected
22,443,1251,6,Brute Force
80,25,657,6,Brute Force
443,443,676,6,Brute Force
3389,443,1471,17,Unauthorized Access
443,21,1386,17,Unauthorized Access
443,25,1172,6,Unauthorized Access
80,21,1057,17,DDoS Attack
22,25,503,6,DDoS Attack
8080,25,1261,6,Malware Detected
8080,80,687,17,DDoS Attack
3389,443,564,6,Malware Detected
3389,25,531,6,Malware Detected
443,21,993,6,Unauthorized Access
22,53,572,6,DDoS Attack
22,80,649,6,Malware Detected
443,80,650,6,Unauthorized Access
22,80,850,17,DDoS Attack
80,53,1131,6,DDoS Attack
22,53,1251,17,DDoS Attack
22,53,944,6,Brute Force
443,21,1324,6,Unauthorized Access
8080,25,1000,6,Malware Detected
80,80,683,6,Malware Detected
3389,443,969,6,Malware Detected
3389,25,510,6,DDoS Attack
80,443,962,6,Malware Detected
22,21,822,17,DDoS Attack
3389,21,1456,6,DDoS Attack
8080,53,1043,17,Brute Force
3389,25,1407,17,Brute Force
8080,25,747,17,Unauthorized Access
443,25,1333,17,Brute Force
3389,25,828,6,Malware Detected
22,53,886,17,Malware Detected
8080,53,1199,6,DDoS Attack
80,443,1394,6,Brute Force
8080,80,1255,6,Malware Detected
8080,80,1426,17,Malware Detected
8080,25,600,6,Malware Detected
8080,25,1429,17,DDoS Attack
443,25,1196,17,Brute Force
8080,53,1223,17,Unauthorized Access
3389,80,605,6,Malware Detected
22,25,876,6,Unauthorized Access
3389,443,1448,6,Brute Force
22,443,1415,6,Unauthorized Access
443,25,1007,17,Malware Detected
3389,21,1263,17,Brute Force
80,25,985,17,Brute Force
80,25,793,17,Unauthorized Access
8080,53,578,6,DDoS Attack
80,443,549,17,DDoS Attack
80,80,834,6,DDoS Attack
22,21,1114,17,DDoS Attack
3389,21,585,6,Malware Detected
8080,443,1266,17,Brute Force
3389,21,1219,6,Malware Detected
8080,21,803,17,Unauthorized Access
8080,25,1014,6,Brute Force
80,80,1290,17,Unauthorized Access
22,25,1406,17,Malware Detected
80,25,1218,6,DDoS Attack
22,443,1320,6,Malware Detected
3389,21,1388,6,DDoS Attack
3389,80,1249,6,Unauthorized Access
8080,443,1059,6,DDoS Attack
80,80,674,17,Unauthorized Access
80,443,1085,17,Unauthorized Access
22,53,1327,17,Unauthorized Access
443,21,637,17,Malware Detected
22,80,787,17,DDoS Attack
3389,53,579,6,Brute Force
443,443,763,6,Malware Detected
22,53,1469,17,DDoS Attack
22,443,1182,6,Malware Detected
3389,53,1395,6,Brute Force
3389,25,1092,17,Brute Force
443,53,1352,17,Brute Force
3389,80,687,17,DDoS Attack
443,80,1321,6,Brute Force
3389,25,1153,17,Malware Detected
443,25,1140,17,Malware Detected
443,53,1105,17,Malware Detected
443,443,1457,6,Malware Detected
80,80,1241,6,DDoS Attack
22,443,999,17,Brute Force
22,443,559,17,Brute Force
443,443,665,17,Malware Detected
8080,80,634,17,Unauthorized Access
80,443,588,17,Malware Detected
80,53,1070,6,Unauthorized Access
22,21,1037,17,Malware Detected
22,53,1040,17,Unauthorized Access
80,53,644,17,Malware Detected
80,53,994,17,Malware Detected
443,21,503,17,Brute Force
80,80,1119,6,Unauthorized Access
22,25,880,17,Unauthorized Access
8080,25,1325,17,Unauthorized Access
22,25,921,6,Malware Detected
22,80,1313,17,Malware Detected
22,443,889,6,Unauthorized Access
8080,53,649,6,DDoS Attack
3389,21,647,17,Brute Force
22,21,906,6,DDoS Attack
443,53,1284,17,Malware Detected
8080,80,525,17,DDoS Attack
8080,21,593,17,Unauthorized Access
443,443,981,17,Unauthorized Access
8080,21,801,17,Brute Force
22,80,717,17,Unauthorized Access
80,25,1139,17,Malware Detected
22,25,970,17,Malware Detected
443,443,1441,6,DDoS Attack
3389,53,1337,6,Brute Force
80,53,1367,6,DDoS Attack
8080,80,988,6,Brute Force
443,21,524,17,Malware Detected
3389,25,676,17,DDoS Attack
3389,443,915,6,Unauthorized Access
3389,21,1169,6,DDoS Attack
8080,443,1237,17,DDoS Attack
3389,25,773,6,Malware Detected
443,53,565,6,Brute Force
8080,443,1101,6,Unauthorized Access
443,443,687,17,Brute Force
22,80,733,6,Brute Force
443,21,933,17,Malware Detected
3389,25,1196,17,Unauthorized Access
443,53,809,17,Brute Force
3389,25,1376,6,Brute Force
80,80,859,17,Brute Force
8080,53,1383,6,DDoS Attack
22,80,1041,6,DDoS Attack
22,53,1110,17,DDoS Attack
80,443,558,6,Brute Force
3389,443,1486,17,Malware Detected
22,443,686,6,Brute Force
22,25,1276,17,Malware Detected
3389,80,808,17,Unauthorized Access
8080,25,898,6,Malware Detected
443,25,694,17,Unauthorized Access
443,21,924,17,Brute Force
443,80,1446,17,DDoS Attack
8080,80,910,17,Malware Detected
3389,443,677,17,DDoS Attack
3389,443,1040,17,Unauthorized Access
80,443,1245,17,Brute Force
8080,21,1201,6,DDoS Attack
443,80,1489,17,Unauthorized Access
3389,53,955,17,Malware Detected
8080,443,1138,17,Malware Detected
443,25,549,17,Unauthorized Access
22,80,528,17,DDoS Attack
22,443,733,17,Brute Force
22,80,1302,17,Unauthorized Access
22,21,552,17,Malware Detected
8080,53,907,6,Unauthorized Access
443,25,1392,6,Unauthorized Access
3389,443,1306,17,Brute Force
443,80,1172,17,Brute Force
80,25,1280,17,Brute Force
443,80,544,17,DDoS Attack
443,21,1419,6,DDoS Attack
443,80,1400,6,Malware Detected
3389,21,1302,17,Brute Force
8080,53,619,17,Malware Detected
8080,21,1134,6,Brute Force
443,25,673,17,Unauthorized Access
80,80,1247,17,Unauthorized Access
22,21,1068,6,Brute Force
80,25,1324,6,Unauthorized Access
8080,21,833,6,Malware Detected
8080,25,693,6,Malware Detected
8080,53,1488,17,Unauthorized Access
443,443,801,17,Malware Detected
3389,443,1389,17,Brute Force
3389,21,1361,6,Unauthorized Access
3389,25,1460,17,Brute Force
8080,443,824,6,Malware Detected
8080,443,647,6,Brute Force
8080,80,545,6,DDoS Attack
80,443,747,6,Brute Force
22,25,1175,17,Brute Force
3389,443,601,6,Unauthorized Access
443,443,1126,17,DDoS Attack
8080,21,1481,17,Brute Force
8080,80,965,17,Unauthorized Access
8080,21,735,17,Malware Detected
22,443,1435,6,DDoS Attack
22,443,1323,17,Unauthorized Access
80,53,1210,6,DDoS Attack
443,80,1006,17,DDoS Attack
80,80,606,17,Malware Detected
80,25,1492,17,Unauthorized Access
443,25,566,17,Brute Force
3389,25,704,17,DDoS Attack
22,53,596,6,Unauthorized Access
8080,443,1493,6,DDoS Attack
80,21,603,17,DDoS Attack
80,80,668,6,Malware Detected
80,80,1208,6,DDoS Attack
443,80,909,6,Unauthorized Access
443,443,1208,6,DDoS Attack
443,53,509,6,Brute Force
8080,21,975,17,DDoS Attack
80,53,1443,17,Unauthorized Access
8080,443,1314,6,DDoS Attack
80,80,845,6,Unauthorized Access
443,25,1112,17,Unauthorized Access
3389,80,1306,6,Unauthorized Access
8080,80,913,17,Malware Detected
3389,80,983,6,Unauthorized Access
443,443,1272,6,Malware Detected
22,443,1105,6,Brute Force
443,25,1078,6,Brute Force
443,443,784,6,DDoS Attack
3389,53,1115,6,Brute Force
22,443,975,17,Unauthorized Access
22,53,721,17,Unauthorized Access
3389,53,1491,17,Unauthorized Access
22,53,710,17,Brute Force
8080,443,663,6,Brute Force
3389,25,735,17,DDoS Attack
443,80,1124,17,Unauthorized Access
443,80,1211,17,Brute Force
8080,80,648,17,Brute Force
3389,53,977,6,Malware Detected
443,443,1157,17,DDoS Attack
80,443,1113,17,Unauthorized Access
3389,443,1354,17,Unauthorized Access
22,80,1453,17,Unauthorized Access
3389,21,653,17,Brute Force
443,53,801,17,Malware Detected
80,80,663,17,Unauthorized Access
3389,443,1420,6,Brute Force
443,21,1470,17,Brute Force
3389,21,1093,6,Brute Force
8080,21,688,17,Malware Detected
443,53,1410,6,Unauthorized Access
3389,25,1328,6,DDoS Attack
3389,80,923,6,Brute Force
80,53,1307,17,Unauthorized Access
80,25,967,17,Malware Detected
80,21,1494,17,Unauthorized Access
80,53,524,6,Unauthorized Access
3389,443,1360,6,Unauthorized Access
80,80,719,17,DDoS Attack
3389,53,1162,6,Unauthorized Access
80,21,915,17,DDoS Attack
3389,25,1445,17,DDoS Attack
3389,25,1045,6,DDoS Attack
8080,21,1273,6,Malware Detected
443,443,970,17,DDoS Attack
80,21,759,17,Brute Force
3389,21,635,17,DDoS Attack
80,80,1231,6,Unauthorized Access
8080,443,1320,6,Brute Force
8080,25,1300,6,Brute Force
8080,21,830,17,Brute Force
80,25,1096,17,DDoS Attack
22,25,715,17,DDoS Attack
80,25,1365,17,Unauthorized Access
443,21,725,6,Unauthorized Access
3389,21,1357,17,Unauthorized Access
22,21,1370,17,DDoS Attack
8080,53,730,17,Unauthorized Access
443,80,1087,17,Unauthorized Access
443,80,1356,6,Brute Force
8080,80,1319,17,DDoS Attack
443,443,1498,17,DDoS Attack
3389,80,1029,17,Unauthorized Access
8080,443,728,17,Malware Detected
8080,21,1072,17,Malware Detected
80,25,1304,17,DDoS Attack
80,443,1024,6,Unauthorized Access
3389,80,1144,6,Brute Force
443,53,1355,6,Brute Force
8080,53,627,17,Brute Force
80,80,1330,6,Brute Force
443,21,1418,6,Malware Detected
3389,80,1186,6,Unauthorized Access
443,53,661,17,DDoS Attack
443,25,536,6,Malware Detected
8080,53,660,17,Malware Detected
22,53,785,17,Unauthorized Access
80,25,538,6,Brute Force
8080,443,906,17,Unauthorized Access
22,53,1358,6,Unauthorized Access
80,443,857,17,Unauthorized Access
80,443,576,17,Unauthorized Access
443,21,625,6,Brute Force
8080,53,1249,6,DDoS Attack
80,53,697,17,DDoS Attack
22,443,1383,6,Brute Force
80,53,1304,6,Unauthorized Access
8080,25,1141,17,DDoS Attack
22,443,1125,6,Malware Detected
8080,443,1222,6,Unauthorized Access
22,53,861,6,Malware Detected
443,21,1344,17,Brute Force
3389,53,926,17,Brute Force
22,443,1302,17,DDoS Attack
443,21,1438,17,Brute Force
8080,53,739,6,DDoS Attack
22,25,1110,6,Brute Force
22,443,1416,6,Malware Detected
8080,443,777,6,Unauthorized Access
443,53,1458,17,DDoS Attack
80,80,513,17,DDoS Attack
3389,25,738,6,Unauthorized Access
443,53,1308,17,Malware Detected
8080,25,840,6,Unauthorized Access
443,21,1197,6,Malware Detected
80,25,516,6,Malware Detected
80,21,800,17,DDoS Attack
8080,80,657,6,Malware Detected
80,53,1238,6,DDoS Attack
3389,443,1435,17,Malware Detected
8080,443,969,17,DDoS Attack
22,21,1089,6,DDoS Attack
22,53,1151,17,Brute Force
3389,21,860,6,Unauthorized Access
3389,443,923,6,DDoS Attack
443,53,1310,6,Malware Detected
8080,53,1205,17,Brute Force
3389,53,1429,17,Unauthorized Access
443,25,974,6,Brute Force
3389,21,1081,6,Malware Detected
80,25,791,6,Malware Detected
